1, 0.000004, 0.000001, 0.009432
10, 0.000005, 0.000001, 0.009847
100, 0.000014, 0.000000, 0.009955
1000, 0.000150, 0.000001, 0.009988
10000, 0.001525, 0.000001, 0.009946
100000, 0.016220, 0.000001, 0.010079
1000000, 0.166881, 0.000000, 0.010158
10000000, 1.784307, 0.000001, 0.010158
